PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,Ratingscore,Reviewanzahl,Rating Faktoren,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Bildergalerie,Created Date,Updated Date
,,,,,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Videos', 'Preise', 'Team']",AnnaFunktionelles TrainingFlexibles Training+ 11Zum StundenplanAnniPoledanceTanzen+ 5Zum StundenplanRinaZum StundenplanNina GZum StundenplanNina DZum StundenplanVerenaPilatesPoledance+ 23Zum StundenplanClaudiaPremium Package (2h - 1000 Paints)Tanzen+ 21Zum StundenplanSimoneAerial DanceAerial HoopZum StundenplanNadjaPilatesTanzen+ 27Zum StundenplanLenaYogaFlexibles Training+ 6Zum StundenplanDagmarPilatesTanzen+ 27Zum StundenplanKateZum StundenplanSarahTanzenPilates+ 27Zum StundenplanStefanieAerial YogaFlexibles Training+ 6Zum StundenplanTestTanzenPoledance+ 21Zum Stundenplan,,,[], info@aerialflow.de,http://www.aerialflow.de,+49 (0) 209 88000403,https://www.eversports.de/s/aerialflow/team,"['Funktionelles Training', 'Flexibles Training', 'Poledance', 'Tanzen', 'Pilates', 'Poledance', 'Premium Package (2h - 1000 Paints)', 'Tanzen', 'Aerial Dance', 'Aerial Hoop', 'Pilates', 'Tanzen', 'Yoga', 'Flexibles Training', 'Pilates', 'Tanzen', 'Tanzen', 'Pilates', 'Aerial Yoga', 'Flexibles Training', 'Tanzen', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/3d75d122-082e-42f6-82a0-b82cc616d782/m8u_4899-1jpg-x-large.webp', 'https://files.eversports.com/6fdea9a0-6c7f-4480-bc2b-0a913c094422/m8u_4922-1jpg-small.webp', 'https://files.eversports.com/fd953ce9-f0fa-4ff3-b612-a13b38d49227/m8u_4857-1jpg-small.webp', 'https://files.eversports.com/80a0261c-779b-47f6-bdae-3d589d5911ff/m8u_4943-1jpg-small.webp', 'https://files.eversports.com/9ed44b14-387c-41d2-8d26-410dcd42a09c/m8u_4845-1jpg-small.webp']",2024-01-25 02:48:56,2024-01-25 02:48:56
,"['Hauptstraße 58', ' 69214 Eppelheim']",69214,Eppelheim,Hauptstraße 58,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Willkommen bei Pole and Move. Unser Motto 2022: Egal was passiert am Ende werden wir Tanzen. Unsere Studios befinden sich in Mannheim, Heidelberg und Ketsch und natürlich auch Online. Wir sind ein junges, dynamisches und motiviertes Unternehmen in der Sport- und Fitnessbranche, welches sich hauptsächlich auf den Polesport & Arial Arts konzentriert.
Wir freuen uns auf alle Tanz- und Sportbegeisterte, die uns einmal besuchen möchten.",5,22 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", team@poleandmove.de,https://poleandmove.de/,+49176 61653663,https://www.eversports.de/s/Pole-and-Move-Heidelberg,"['Fitness', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', '22 Rezensionen', 'Poledance', 'Power Pole', 'Stretching', 'Chairdance', 'Polesport']",3 Angebote für Neukund:innen,"['https://files.eversports.com/3f2ba352-5ef2-4265-bbd9-b75a03e20abc/img_8663jpg-x-large.webp', 'https://files.eversports.com/af04e7a2-0e87-4ac4-9004-efa1c63d5895/miriams-4429jpg-small.webp']",2024-01-25 02:49:06,2024-01-25 02:49:06
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",Lisa P.FitnessPower Pole+ 8Zum StundenplanLeaPoledancePower Pole+ 3Zum StundenplanNicolaPoledancePower Pole+ 3Zum StundenplanLinhPoledanceZum StundenplanAnabelZum StundenplanVanessa H.PoledanceChairdance+ 1Zum StundenplanElisaFitnessPower Pole+ 8Zum StundenplanJulia H.Power PoleChairdance+ 3Zum StundenplanMelinaPoledancePower Pole+ 3Zum StundenplanMonaPoledancePower Pole+ 3Zum StundenplanAlyshaFitnessPoledance+ 13Zum StundenplanAmeliePower PolePoledance+ 8Zum StundenplanAndreaRaumvermietungPoledance+ 13Zum StundenplanAngelina K.Flexibles TrainingZum StundenplanAngelina v.Z.Aerial YogaPoledance+ 14Zum StundenplanAngelique M.FitnessPoledance+ 13Zum StundenplanArletaPower PolePoledance+ 3Zum StundenplanBerfinPower PolePoledance+ 8Zum StundenplanCarolinePoledancePower Pole+ 3Zum StundenplanCelineFitnessRaumvermietung+ 13Zum StundenplanChantalPower PolePoledance+ 8Zum StundenplandariaRaumvermietungPower Pole+ 11Zum StundenplanDuyguPoledancePower Pole+ 8Zum StundenplanEugeniaPoledanceZum StundenplanFlorentinaPoledanceStretchingZum StundenplanFranziskaPower PolePoledance+ 3Zum StundenplanGladysPower PolePoledance+ 5Zum Stundenplan,,,[], team@poleandmove.de,https://poleandmove.de/,+49176 61653663,https://www.eversports.de/s/Pole-and-Move-Heidelberg/team,"['Fitness', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Poledance', 'Chairdance', 'Fitness', 'Power Pole', 'Power Pole', 'Chairdance', 'Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Fitness', 'Poledance', 'Power Pole', 'Poledance', 'Raumvermietung', 'Poledance', 'Flexibles Training', 'Aerial Yoga', 'Poledance', 'Fitness', 'Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Poledance', 'Power Pole', 'Fitness', 'Raumvermietung', 'Power Pole', 'Poledance', 'Raumvermietung', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Poledance', 'Stretching', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/3f2ba352-5ef2-4265-bbd9-b75a03e20abc/img_8663jpg-x-large.webp', 'https://files.eversports.com/af04e7a2-0e87-4ac4-9004-efa1c63d5895/miriams-4429jpg-small.webp']",2024-01-25 02:50:16,2024-01-25 02:50:16
,"['Apfelstraße 75A', ' 33613 Bielefeld']",33613,Bielefeld,Apfelstraße 75A,['Übersicht'],"""Come in and dance"" heißt es bei Pole Passion Bielefeld. In Kleingruppen wird hier trainiert, was dir garantiert, dass du deine Pole im Training für dich alleine hast. Im Studio ist alles vorhanden, was du für ein Pole Dance Training brauchst. Das Studio in Bielefeld ist sehr gut mit dem Bus oder der Bahn zu erreichen. Auch ein kostenloser Parkplatz steht dir zur Verfügung, wenn du ein Abo im Studio besitzt. Bei Fragen zum Kursangebot oder diversen Veranstaltungen stehen dir die Trainerinnen zur Verfügung. ",,,"['Raumqualität: 0.0', 'Freundlichkeit & Service: 0.0', 'Sauberkeit: 0.0', 'Atmosphäre: 0.0', 'Preis-Leistung: 0.0']", info@polepassion.de,http://www.polepassion.de/,+49 017663169504,https://www.eversports.de/s/Pole-Passion-Bielefeld,"['(Noch keine Bewertungen)', 'Poledance', 'Hip Hop', 'Ballett', 'Orientalischer Tanz / Bauchtanz', 'Stretching', 'Handstand', 'Chairdance', 'Aerial Hoop']",Kostenlos Schnuppern,"['https://files.eversports.com/dd80bfe9-32e2-4ab1-a910-1959f446b3ee/trainerinnen-2jpg-x-large.webp', 'https://files.eversports.com/aba4188b-9c33-4270-bf1f-59f16982a1fd/trainerinnen-4jpg-small.webp', 'https://files.eversports.com/28d28134-ed24-4679-930a-3a64598d8ee3/vorteile-picpng-small.webp', 'https://files.eversports.com/a740bd8e-e7dc-4c9a-9327-f2cf25cd376e/trainerteamjpg-small.webp']",2024-01-25 02:50:20,2024-01-25 02:50:20
,"['Pfarrer-Weiß-Weg 16', ' 89077 Ulm']",89077,Ulm,Pfarrer-Weiß-Weg 16,"['Übersicht', 'Klassen', 'Preise', 'Team']",Dein Studio für Poledance und Flexibility.,5,2 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", info@flowacademy-ulm.de,,+49 15165181566,https://www.eversports.de/s/Flow-Academy,"['Poledance', '2 Rezensionen', 'Poledance']",1 Angebot für Neukund:innen,"['https://files.eversports.com/f78b646b-9eda-41ba-a4a1-7d95d66d757c/schooting-pole-015jpeg-x-large.webp', 'https://files.eversports.com/59378a4f-fd29-4ce2-82e1-ec88370af1d2/schooting-pole-005jpeg-small.webp', 'https://files.eversports.com/81938386-ff4d-4879-acee-2de2f6b4af37/schooting-pole-006jpeg-small.webp']",2024-01-25 02:50:28,2024-01-25 02:50:28
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",MichelleZum StundenplanSabrinaPoledanceZum Stundenplan,,,[], info@flowacademy-ulm.de,,+49 15165181566,https://www.eversports.de/s/Flow-Academy/team,['Poledance'],Zum Stundenplan,"['https://files.eversports.com/f78b646b-9eda-41ba-a4a1-7d95d66d757c/schooting-pole-015jpeg-x-large.webp', 'https://files.eversports.com/59378a4f-fd29-4ce2-82e1-ec88370af1d2/schooting-pole-005jpeg-small.webp', 'https://files.eversports.com/81938386-ff4d-4879-acee-2de2f6b4af37/schooting-pole-006jpeg-small.webp']",2024-01-25 02:50:42,2024-01-25 02:50:42
,"['Goethestraße 6b ', ' 39108 Magdeburg']",39108,Magdeburg,Goethestraße 6b ,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']","Pole Dance ist für alle geeignet!Pole Dance ist die perfekte Sportart für alle, die Kraft aufbauen möchten, beweglicher werden wollen oder einfach Lust auf akrobatisches Tanzen haben. Voraussetzungen gibt es eigentlich keine.",5,44 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", info@polelounge.de,http://www.polelounge.de,+49 1734575394,https://www.eversports.de/s/The-Pole-Lounge,"['Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', '44 Rezensionen', 'Poledance']",Zum Stundenplan,['https://files.eversports.com/4b2be055-5760-4931-a3ea-b3f673e11450/tpl_logo_300jpg-x-large.webp'],2024-01-25 02:50:54,2024-01-25 02:50:54
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']",ShardellePoledanceZum StundenplanLauraPoledanceZum StundenplanManuelaPoledanceZum StundenplanTabeaPoledanceZum StundenplanHenrikePoledanceZum StundenplanAnnaPoledanceZum StundenplanCaroline PoledanceZum StundenplanLeonoraPoledanceZum StundenplanToniaPoledanceZum StundenplanElisabethZum StundenplanEmiriaPoledanceZum Stundenplan,,,[], info@polelounge.de,http://www.polelounge.de,+49 1734575394,https://www.eversports.de/s/The-Pole-Lounge/team,"['Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance']",Zum Stundenplan,['https://files.eversports.com/4b2be055-5760-4931-a3ea-b3f673e11450/tpl_logo_300jpg-x-large.webp'],2024-01-25 02:53:27,2024-01-25 02:53:27
,"['Platenstraße 64 ', ' 90441 Nürnberg']",90441,Nürnberg,Platenstraße 64 ,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",5,10 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", hello@flowfusion.de,http://www.flowfusion.de,+49 1629468932,https://www.eversports.de/s/Flow-Fusion-Pole-Aerial-Dance-Studio,"['Poledance', 'Mobility', 'Poledance', 'Zumba', 'Stretching', 'Mobility', 'Choreographie', 'Poledance', 'Poledance', 'Zumba', '10 Rezensionen', 'Zumba', 'Poledance', 'Stretching', 'Aerial Dance', 'Mobility', 'Contemporary Dance', 'Choreographie']",Zum Stundenplan,"['https://files.eversports.com/295ac655-c627-4675-b642-2af6eb50d099/dsc03023-edit-2jpg-x-large.webp', 'https://files.eversports.com/99e7becf-54c0-4be0-baed-a802fdae129a/dsc03064-edit2jpg-small.webp', 'https://files.eversports.com/902ac009-d481-4b83-8c85-874d463e41e8/dsc02955-edit2jpg-small.webp', 'https://files.eversports.com/80d62c98-c004-4533-a84f-a84ceaa33c52/dsc02999-edit2jpg-small.webp', 'https://files.eversports.com/62eb2750-23c0-460e-a2cc-e872f5cd9618/dsc02932-edit2jpg-small.webp']",2024-01-25 02:53:37,2024-01-25 02:53:37
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",LillyPoledanceMobilityZum StundenplanJeanPoledanceZumbaZum StundenplanMarianelaStretchingMobility+ 3Zum StundenplanSarahChoreographiePoledanceZum StundenplanTammyPoledanceZumba+ 5Zum Stundenplan,,,[], hello@flowfusion.de,http://www.flowfusion.de,+49 1629468932,https://www.eversports.de/s/Flow-Fusion-Pole-Aerial-Dance-Studio/team,"['Poledance', 'Mobility', 'Poledance', 'Zumba', 'Stretching', 'Mobility', 'Choreographie', 'Poledance', 'Poledance', 'Zumba']",Zum Stundenplan,"['https://files.eversports.com/295ac655-c627-4675-b642-2af6eb50d099/dsc03023-edit-2jpg-x-large.webp', 'https://files.eversports.com/99e7becf-54c0-4be0-baed-a802fdae129a/dsc03064-edit2jpg-small.webp', 'https://files.eversports.com/902ac009-d481-4b83-8c85-874d463e41e8/dsc02955-edit2jpg-small.webp', 'https://files.eversports.com/80d62c98-c004-4533-a84f-a84ceaa33c52/dsc02999-edit2jpg-small.webp', 'https://files.eversports.com/62eb2750-23c0-460e-a2cc-e872f5cd9618/dsc02932-edit2jpg-small.webp']",2024-01-25 02:54:22,2024-01-25 02:54:22
,"['Lobeckstraße 36', ' 10969 Berlin']",10969,Berlin,Lobeckstraße 36,['Übersicht'],"Pole Dance ist ein Tanz, welcher Kraft, Eleganz und Schönheit verbindet. Er steht für die Verschmelzung von Verführung und Akrobatik. Im Poledance Studio Soul Flight, erlernst du diese ästhetische Trainingsmethode nicht nur genauer kennen, sondern trainierst zugleich deinen ganzen Körper, straffst diesen und wirst so Stück für Stück flexibler. Soul Flight bietet neben hochmotivierten Trainern, professionellen Trainingsgeräten und jeder Menge Platz zur freien Entfaltung auch hippe beats und lässt dich den Alltagsstress vergessen. Ausgestattet ist das Studio mit 2 Poledanceräumen, sowie 4,50 m hohen Wettkampfstangen, die zu 100% aus Edelstahl bestehen. Verankert sind diese mit fünf 12er Schrauben, sowohl oben als auch unten und stehen dir für dein Training zur Verfügung.","4,8",5 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 4.4', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.8']", info@soulflight.de,http://www.soulflight.de,+49 17656888299,https://www.eversports.de/s/Soul-Flight,"['5 Rezensionen', 'Fitness', 'TRX® Suspension Training', 'Power Pole', 'Stretching', 'Floorwork', 'Poledance', 'Flexibles Training', 'Lapdance', 'Chairdance', 'Aerial Silk', 'Aerial Hoop', 'Aerial Dance', 'Aerial Akrobatik']",1 Angebot für Neukund:innen,"['https://files.eversports.com/3c428da3-bc12-4af6-a8b9-0e0b2e2b31f4/soul_flight_berlin_de_70677_eversports_02jpg-x-large.webp', 'https://files.eversports.com/97115f19-3852-4ead-9f8c-9bb785c13680/soul_flight_berlin_de_70677_eversports_11jpg-small.webp', 'https://files.eversports.com/6df9dcae-0595-4554-bd70-d64762a0f992/soul_flight_berlin_de_70677_eversports_07jpg-small.webp', 'https://files.eversports.com/a14bf6d4-18d4-441c-9408-d2044268916d/img_8675jpg-small.webp', 'https://files.eversports.com/d0cbfe69-d46c-4ea0-8b86-0286e26050f8/soul_flight_berlin_de_70677_eversports_03jpg-small.webp']",2024-01-25 02:54:27,2024-01-25 02:54:27
,"['Eichkamp 1 ', ' 24116 Kiel']",24116,Kiel,Eichkamp 1 ,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']","Das Pure Motion Kiel findest du in Eichkamp 1 , 24116 Kiel und hat für dich Montag bis Sonntag geöffnet. Neben Yoga und Tanz ist das Studio vor allem auf Pole Dance und Aerial Akrobatik spezialisiert. Kurse werden auch für Männer angeboten!
Hast du also Spaß an rhythmischer Bewegung und willst etwas für deinen Körper tun dann komm vorbei ins Pure Motion Kiel und  hab Spaß mit den anderen.                                                                               ","4,8",77 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 4.9', 'Sauberkeit: 4.9', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.7']", info@puremotion-kiel.de,https://puremotion-kiel.de,+4943138585048,https://www.eversports.de/s/Pure-Motion-Kiel,"['Tanzen', 'Yoga', 'Tanzen', 'Poledance', 'Tanzen', 'Yoga', 'Tanzen', 'Yoga', 'Tanzen', 'Yoga', '77 Rezensionen', 'Tanzen', 'Yoga', 'Poledance', 'Stretching', 'Aerial Akrobatik', 'Online Klasse']",Zum Stundenplan,"['https://files.eversports.com/fae4e502-1edb-4a6d-89b4-f79d161fb109/bildschirmfoto-2018-10-23-um-113904png-x-large.webp', 'https://files.eversports.com/6b919ce9-73aa-45cc-b3ec-e0f5a5041c31/bildschirmfoto-2018-10-23-um-113925png-small.webp', 'https://files.eversports.com/2b5757d3-35b3-4a46-9d01-93e9914109aa/bildschirmfoto-2018-10-23-um-113937png-small.webp']",2024-01-25 02:54:39,2024-01-25 02:54:39
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']",LeaTanzenYoga+ 3Zum StundenplanElliTanzenPoledance+ 4Zum StundenplanLeonieTanzenYoga+ 4Zum StundenplanKatrinTanzenYoga+ 3Zum StundenplanElenaTanzenYoga+ 3Zum StundenplanMareikeTanzenYoga+ 3Zum StundenplanVerenaZum StundenplanAnnaPoledanceZum StundenplanKimberlyTanzenYoga+ 4Zum StundenplanLeylaPoledanceTanzen+ 1Zum StundenplanJosiPoledanceAerial AkrobatikZum StundenplanAntoniaPoledanceZum StundenplanHannaPoledanceAerial AkrobatikZum StundenplanPeggyPoledanceAerial AkrobatikZum StundenplanSimonPoledanceAerial AkrobatikZum StundenplanAlinaPoledanceAerial AkrobatikZum StundenplanBlancaTanzenYoga+ 4Zum StundenplanChristinaPoledanceAerial AkrobatikZum StundenplanFelixYogaZum StundenplanLauraTanzenYoga+ 4Zum StundenplanLea SophieZum StundenplanMelaniePoledanceZum StundenplanDamarisTanzenYoga+ 3Zum StundenplanJuliaTanzenYoga+ 4Zum StundenplanKimTanzenYoga+ 3Zum StundenplanAnhTanzenYoga+ 4Zum StundenplanCarinaTanzenYoga+ 3Zum Stundenplan,,,[], info@puremotion-kiel.de,https://puremotion-kiel.de,+4943138585048,https://www.eversports.de/s/Pure-Motion-Kiel/team,"['Tanzen', 'Yoga', 'Tanzen', 'Poledance', 'Tanzen', 'Yoga', 'Tanzen', 'Yoga', 'Tanzen', 'Yoga', 'Tanzen', 'Yoga', 'Poledance', 'Tanzen', 'Yoga', 'Poledance', 'Tanzen', 'Poledance', 'Aerial Akrobatik', 'Poledance', 'Poledance', 'Aerial Akrobatik', 'Poledance', 'Aerial Akrobatik', 'Poledance', 'Aerial Akrobatik', 'Poledance', 'Aerial Akrobatik', 'Tanzen', 'Yoga', 'Poledance', 'Aerial Akrobatik', 'Yoga', 'Tanzen', 'Yoga', 'Poledance', 'Tanzen', 'Yoga', 'Tanzen', 'Yoga', 'Tanzen', 'Yoga', 'Tanzen', 'Yoga', 'Tanzen', 'Yoga']",Zum Stundenplan,"['https://files.eversports.com/fae4e502-1edb-4a6d-89b4-f79d161fb109/bildschirmfoto-2018-10-23-um-113904png-x-large.webp', 'https://files.eversports.com/6b919ce9-73aa-45cc-b3ec-e0f5a5041c31/bildschirmfoto-2018-10-23-um-113925png-small.webp', 'https://files.eversports.com/2b5757d3-35b3-4a46-9d01-93e9914109aa/bildschirmfoto-2018-10-23-um-113937png-small.webp']",2024-01-25 02:57:06,2024-01-25 02:57:06
,"['Landshuter Straße 65', ' 84307 Eggenfelden']",84307,Eggenfelden,Landshuter Straße 65,['Übersicht'],"Infinity Polesports Eggenfelden ist das erste Sportstudio für Poledance in Eggenfelden beziehungsweise im Landkreis Altötting. Es gibt zwei Studios, eines in Burgkirchen und das zweite in Eggenfelden. Du kannst in den neuen und top-ausgestatteten Studios verschiedene Kurse buchen, vom Einsteigerkurs bis zum Profikurs, aber auch Exotic Pole für sexy Moves oder Pole + für ein besonders intensives Training werden angeboten.","4,9",11 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.8']", info@infinity-polesports.de,https://www.infinity-polesports.de,+431721642077,https://www.eversports.de/s/Infinity-Polesports-Eggenfelden,"['11 Rezensionen', 'Poledance']",1 Angebot für Neukund:innen,[],2024-01-25 02:57:09,2024-01-25 02:57:09
,"['Walkmühleweg 47', ' 75365 Calw']",75365,Calw,Walkmühleweg 47,"['Übersicht', 'Klassen', 'Preise', 'Team']","Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.","4,7",11 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 4.8', 'Sauberkeit: 4.5', 'Atmosphäre: 4.8', 'Preis-Leistung: 4.5']", st_polestudio@yahoo.de,https://www.st-polestudio.de/,+49 1733746944,https://www.eversports.de/s/ST-Polestudio,"['Poledance', 'Poledance', 'Poledance', 'Poledance', '11 Rezensionen', 'Poledance']",Zum Stundenplan,[],2024-01-25 02:57:18,2024-01-25 02:57:18
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",SarahZum StundenplanFranziPoledanceZum StundenplanMilenaPoledanceZum StundenplanRamonaPoledanceZum StundenplanRebeccaPoledanceZum Stundenplan,,,[], st_polestudio@yahoo.de,https://www.st-polestudio.de/,+49 1733746944,https://www.eversports.de/s/ST-Polestudio/team,"['Poledance', 'Poledance', 'Poledance', 'Poledance']",Zum Stundenplan,[],2024-01-25 02:57:35,2024-01-25 02:57:35
,"['Jungholzstraße 8', ' 76726 Germersheim']",76726,Germersheim,Jungholzstraße 8,"['Übersicht', 'Videos', 'Preise']","Fitness und Poledance sind deine Passionen oder könnten es werden? Dann komme ins Nisa Verticals Poledance-Studio in Germersheim am Rhein zwischen Mannheim und Karlsruhe und erlebe in einer wundervoll angenehmen Atmosphäre deine Liebe zu Poledance und Fitness. Hier findest du dein Ganzkörpertraining, das dich so sein lässt wie du bist und dir gleichzeitig Möglichkeiten eröffnet wie du deine Poledance-Fähigkeiten steigern, an deinen persönlichen Zielen arbeiten und ein verbessertes Selbstwert- und Körpergefühl erlangen kannst. Komme ins Nisa Verticals und erlebe schon bald ein gesteigertes körperliches Wohlbefinden!","4,9",8 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 4.8', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", pole@nisaverticals.de,http://nisaverticals.de,017669824488,https://www.eversports.de/s/Nisa-Verticals,"['8 Rezensionen', 'Fitness', 'Krafttraining', 'Poledance', 'Tanzen', 'Yoga', 'Kindersport', 'Polesport', 'Heels', 'Stretching', 'Aerial Dance']",2 Angebote für Neukund:innen,"['https://files.eversports.com/2186b4e2-37ae-4429-ab13-24b7eabdd28e/2y0a4791-2jpg-x-large.webp', 'https://files.eversports.com/c9471f9a-f1c4-48c7-a500-68fabea35a09/img-20170709-wa0032jpg-small.webp', 'https://files.eversports.com/362a3557-8220-4b1c-a49e-3226af7199eb/fr1_14823900jpg-small.webp', 'https://files.eversports.com/4803c1d9-0a13-4ab3-90e2-5b95697081fe/whatsapp-image-2018-05-26-at-165517jpeg-small.webp', 'https://files.eversports.com/463d4d60-6978-448d-a7b6-77be30bc5a8b/whatsapp-image-2021-03-27-at-201131jpeg-small.webp']",2024-01-25 02:57:41,2024-01-25 02:57:41
,,,,,[],,,,[],,,,https://www.eversports.de/s/Nisa-Verticals/videos,[],,[],2024-01-25 02:57:42,2024-01-25 02:57:42
